qa_row_id,group,lesson,screen_id,screen_archetype,french,english_presented,english_kind,scene_context,source_text,communicative_purpose,usage_role,expected_action,item_chunk_ids,sentence_id,payload_id,protected_chunk_boundaries,accepted_alternatives,french_qa_state,duplicate_reuse_locations,founder_verdict,human_qa_verdict,reviewer_correction,register_note,natural_spoken_french_note,reviewer_rationale,reviewer_name,review_date
QA-L08-388,B,L8,s06-sayit-find-the-room,say-it-your-way,"Bonjour, c'est où ?","Open politely, then ask where it is.",instruction,"A hallway with three doors, no signs. Someone comes out of one of them. Find your room.",,Model answer for the open task,model-only,read,chunk-c-est-ou,,,,,(none on item),"also: L10/s09-meet-morning-arrival, L10/s02-weave-arrive-ask-where, L10/s02-weave-arrive-ask-where",,,,,,,,
QA-L08-389,B,L8,s06-sayit-find-the-room,say-it-your-way,C'est où ?,"Open politely, then ask where it is.",instruction,"A hallway with three doors, no signs. Someone comes out of one of them. Find your room.",,Alternative natural version shown in the reveal,model-only,read,chunk-c-est-ou,,,,,(none on item),"also: L8/s00-goal-ou, L8/s01-meet-c-est-ou, L8/s03-fill-c-est-blank, L8/s04-weave-ask-where, L8/s04-weave-ask-where, L8/s02-insight-ou-frozen, L8/s02-insight-ou-frozen, L10/s02-weave-arrive-ask-where",,,,,,,,
QA-L08-390,C,L8,s06-sayit-find-the-room,say-it-your-way,bonjour,Hello,gloss,"A hallway with three doors, no signs. Someone comes out of one of them. Find your room.",,Support piece for the open task,recognition,read,chunk-bonjour,,,"piece boundary ""bonjour"" ↔ registry ""Bonjour""",,(none on item),"also: L1/s04-weave-cafe-order, L1/s01-insight-survival-kit, L1/s06-weave-cafe-order-please, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L2/s02-meet-bonjour-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s03-fill-je-suis-blank, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s02-fill-verb-in-sandwich, L3/s02-fill-verb-in-sandwich, L4/s06-weave-bonjour-j-ai-une-question, L4/s07-sayit-how-you-feel, L4/s08-recap-jai, L6/s00-goal-petit-moment, L6/s01-meet-bonjour-at-the-door, L6/s01-meet-bonjour-at-the-door, L6/s03-weave-bonjour-je-suis-ici, L6/s00-insight-bonjour-to-au-revoir, L6/s00-insight-bonjour-to-au-revoir, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L8/s07-recap-ou, L10/s09-meet-morning-arrival, L10/s02-weave-arrive-ask-where, L10/s02-weave-arrive-ask-where, L10/s05-weave-close-the-day, L10/s08-recap-full-day",,,,,,,,
QA-L08-391,C,L8,s06-sayit-find-the-room,say-it-your-way,c'est,it is / that is,gloss,"A hallway with three doors, no signs. Someone comes out of one of them. Find your room.",,Support piece for the open task,recognition,read,chunk-c-est,,,"piece boundary ""c'est"" ↔ registry ""c'est""",,(none on item),"also: L3/s07-weave-ce-n-est-pas-ici, L3/s10-recap-negation, L8/s01-meet-c-est-ou, L8/s03-fill-c-est-blank, L8/s04-weave-ask-where, L8/s08-meet-c-est-ici, L8/s05-weave-answer-here, L8/s07-recap-ou, L10/s00-goal-integration, L10/s09-meet-morning-arrival, L10/s02-weave-arrive-ask-where, L10/s08-recap-full-day",,,,,,,,
QA-L08-392,C,L8,s06-sayit-find-the-room,say-it-your-way,où,where,gloss,"A hallway with three doors, no signs. Someone comes out of one of them. Find your room.",,Support piece for the open task,recognition,read,adverb-ou-where,,,"piece boundary ""où"" ↔ registry ""où""",,(none on item),"also: L8/s01-meet-c-est-ou, L8/s03-fill-c-est-blank, L8/s04-weave-ask-where, L8/s09-fill-which-side, L8/s07-recap-ou, L10/s09-meet-morning-arrival, L10/s02-weave-arrive-ask-where, L10/s08-recap-full-day",,,,,,,,
QA-L08-393,F,L8,s06-sayit-find-the-room,say-it-your-way,Bonjour,Hello,gloss,"A hallway with three doors, no signs. Someone comes out of one of them. Find your room.","Both work. Bonjour opens the moment first. The greeting habit, still carrying you.",French named inside explanatory copy,recognition,read,chunk-bonjour,,,,,(none on item),"also: L1/s04-weave-cafe-order, L1/s01-insight-survival-kit, L1/s06-weave-cafe-order-please, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L2/s02-meet-bonjour-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s03-fill-je-suis-blank, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s02-fill-verb-in-sandwich, L3/s02-fill-verb-in-sandwich, L4/s06-weave-bonjour-j-ai-une-question, L4/s07-sayit-how-you-feel, L4/s08-recap-jai, L6/s00-goal-petit-moment, L6/s01-meet-bonjour-at-the-door, L6/s01-meet-bonjour-at-the-door, L6/s03-weave-bonjour-je-suis-ici, L6/s00-insight-bonjour-to-au-revoir, L6/s00-insight-bonjour-to-au-revoir, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L8/s07-recap-ou, L10/s09-meet-morning-arrival, L10/s02-weave-arrive-ask-where, L10/s02-weave-arrive-ask-where, L10/s05-weave-close-the-day, L10/s08-recap-full-day",,,,,,,,
QA-L08-394,C,L8,s07-recap-ou,recap,Bonjour,Hello,gloss,Recap: You can ask where.,,Chip listed back as a piece the learner used,recycled,read,chunk-bonjour,,,,,(none on item),"also: L1/s04-weave-cafe-order, L1/s01-insight-survival-kit, L1/s06-weave-cafe-order-please, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L2/s02-meet-bonjour-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s03-fill-je-suis-blank, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s02-fill-verb-in-sandwich, L3/s02-fill-verb-in-sandwich, L4/s06-weave-bonjour-j-ai-une-question, L4/s07-sayit-how-you-feel, L4/s08-recap-jai, L6/s00-goal-petit-moment, L6/s01-meet-bonjour-at-the-door, L6/s01-meet-bonjour-at-the-door, L6/s03-weave-bonjour-je-suis-ici, L6/s00-insight-bonjour-to-au-revoir, L6/s00-insight-bonjour-to-au-revoir, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L8/s06-sayit-find-the-room, L8/s06-sayit-find-the-room, L10/s09-meet-morning-arrival, L10/s02-weave-arrive-ask-where, L10/s02-weave-arrive-ask-where, L10/s05-weave-close-the-day, L10/s08-recap-full-day",,,,,,,,
QA-L08-395,C,L8,s07-recap-ou,recap,c'est,it is / that is,gloss,Recap: You can ask where.,,Chip listed back as a piece the learner used,recycled,read,chunk-c-est,,,,,(none on item),"also: L3/s07-weave-ce-n-est-pas-ici, L3/s10-recap-negation, L8/s01-meet-c-est-ou, L8/s03-fill-c-est-blank, L8/s04-weave-ask-where, L8/s08-meet-c-est-ici, L8/s05-weave-answer-here, L8/s06-sayit-find-the-room, L10/s00-goal-integration, L10/s09-meet-morning-arrival, L10/s02-weave-arrive-ask-where, L10/s08-recap-full-day",,,,,,,,
QA-L08-396,C,L8,s07-recap-ou,recap,ici,here,gloss,Recap: You can ask where.,,Chip listed back as a piece the learner used,recycled,read,word-ici,,,,,(none on item),"also: L2/s00-goal-etre, L2/s00-meet-je-suis-ici, L2/s02-meet-bonjour-je-suis-ici, L2/s03-fill-je-suis-blank, L2/s04-weave-je-suis-ici, L2/s05-weave-call-and-respond, L2/s07-sayit-arrive-locate, L2/s08-recap-first-engine, L3/s06-weave-je-ne-suis-pas-ici, L3/s07-weave-ce-n-est-pas-ici, L3/s08-weave-non-je-ne-suis-pas-ici, L3/s09-sayit-not-here, L4/s00-goal-jai, L6/s00-goal-petit-moment, L6/s03-weave-bonjour-je-suis-ici, L6/s07-sayit-step-in, L6/s10-recap-a-small-moment, L8/s00-goal-ou, L8/s03-fill-c-est-blank, L8/s08-meet-c-est-ici, L8/s09-fill-which-side, L8/s05-weave-answer-here, L8/s10-reveal-both-sides",,,,,,,,
QA-L08-397,C,L8,s07-recap-ou,recap,où,where,gloss,Recap: You can ask where.,,Chip listed back as a piece the learner used,recycled,read,adverb-ou-where,,,,,(none on item),"also: L8/s01-meet-c-est-ou, L8/s03-fill-c-est-blank, L8/s04-weave-ask-where, L8/s09-fill-which-side, L8/s06-sayit-find-the-room, L10/s09-meet-morning-arrival, L10/s02-weave-arrive-ask-where, L10/s08-recap-full-day",,,,,,,,
QA-L09-398,F,L9,s00-goal-pause,insight-card,faire une pause,to take a break,gloss,Insight card: Taking a pause,"Today: one small action, faire une pause. By the end: you can ask for a break, politely. Main pieces: faire une pause, une pause, je voudrais.",French named inside explanatory copy,recognition,read,chunk-faire-une-pause,,,,,(none on item),"also: L9/s01-meet-faire-une-pause, L9/s03-fill-faire-blank, L9/s02-insight-voudrais-carries-actions, L9/s04-weave-ask-for-a-break, L9/s09-reveal-first-ask, L9/s05-weave-break-politely, L9/s06-sayit-long-afternoon, L9/s07-recap-pause, L10/s00-goal-integration, L10/s04-weave-midday-break, L10/s08-recap-full-day",,,,,,,,
QA-L09-399,F,L9,s00-goal-pause,insight-card,je voudrais,I would like,gloss,Insight card: Taking a pause,"Today: one small action, faire une pause. By the end: you can ask for a break, politely. Main pieces: faire une pause, une pause, je voudrais.",French named inside explanatory copy,recognition,read,chunk-je-voudrais,,,,,(none on item),"also: L1/s03-fill-polite-verb, L1/s04-weave-cafe-order, L1/s06-weave-cafe-order-please, L1/s11-weave-the-order, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L2/s03-fill-je-suis-blank, L3/s02-fill-verb-in-sandwich, L4/s02-fill-have-not-be, L4/s02-fill-have-not-be, L5/s05-weave-je-voudrais-un-cafe, L5/s07-sayit-ask-for-a-coffee, L5/s08-recap-packages, L7/s03-fill-je-vais-blank, L9/s01-meet-faire-une-pause, L9/s03-fill-faire-blank, L9/s02-insight-voudrais-carries-actions, L9/s04-weave-ask-for-a-break, L9/s05-weave-break-politely, L9/s10-insight-what-you-can-ask, L9/s06-sayit-long-afternoon, L9/s07-recap-pause, L10/s03-fill-engine-chooser, L10/s01-insight-three-engines, L10/s04-weave-midday-break, L10/s08-recap-full-day",,,,,,,,
QA-L09-400,C,L9,s01-meet-faire-une-pause,meet-card,faire une pause,to take a break,gloss,"Rest, said politely.",,Highlighted chunk boundary inside the meet sentence,recognition,read,chunk-faire-une-pause,,,"highlight span of ""Je voudrais faire une pause.""",,(none on item),"also: L9/s00-goal-pause, L9/s03-fill-faire-blank, L9/s02-insight-voudrais-carries-actions, L9/s04-weave-ask-for-a-break, L9/s09-reveal-first-ask, L9/s05-weave-break-politely, L9/s06-sayit-long-afternoon, L9/s07-recap-pause, L10/s00-goal-integration, L10/s04-weave-midday-break, L10/s08-recap-full-day",,,,,,,,
QA-L09-401,C,L9,s01-meet-faire-une-pause,meet-card,je voudrais,I would like,gloss,"Rest, said politely.",,Highlighted chunk boundary inside the meet sentence,recognition,read,chunk-je-voudrais,,,"highlight span of ""Je voudrais faire une pause.""",,(none on item),"also: L1/s03-fill-polite-verb, L1/s04-weave-cafe-order, L1/s06-weave-cafe-order-please, L1/s11-weave-the-order, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L2/s03-fill-je-suis-blank, L3/s02-fill-verb-in-sandwich, L4/s02-fill-have-not-be, L4/s02-fill-have-not-be, L5/s05-weave-je-voudrais-un-cafe, L5/s07-sayit-ask-for-a-coffee, L5/s08-recap-packages, L7/s03-fill-je-vais-blank, L9/s00-goal-pause, L9/s03-fill-faire-blank, L9/s02-insight-voudrais-carries-actions, L9/s04-weave-ask-for-a-break, L9/s05-weave-break-politely, L9/s10-insight-what-you-can-ask, L9/s06-sayit-long-afternoon, L9/s07-recap-pause, L10/s03-fill-engine-chooser, L10/s01-insight-three-engines, L10/s04-weave-midday-break, L10/s08-recap-full-day",,,,,,,,
QA-L09-402,C,L9,s01-meet-faire-une-pause,meet-card,Je voudrais faire une pause.,I'd like to take a break.,gloss,"Rest, said politely.",,"First contact / re-contact: Rest, said politely.",active-new,listen,chunk-faire-une-pause chunk-je-voudrais,,,je voudrais → chunk-je-voudrais | faire une pause → chunk-faire-une-pause,,(none on item),"also: L9/s03-fill-faire-blank, L9/s02-insight-voudrais-carries-actions, L9/s04-weave-ask-for-a-break, L9/s09-reveal-first-ask, L9/s10-insight-what-you-can-ask, L9/s06-sayit-long-afternoon, L10/s01-insight-three-engines, L10/s04-weave-midday-break, L10/s10-reveal-midday-break",,,,,,,,
QA-L09-403,B,L9,s03-fill-faire-blank,fill-with-traps,Je voudrais faire une pause.,(no English gloss presented),none,You want to ask for a break. Which word carries the action?,,Natural full sentence shown after the choice,model-only,read,chunk-faire-une-pause chunk-je-voudrais,,,,,(none on item),"also: L9/s01-meet-faire-une-pause, L9/s02-insight-voudrais-carries-actions, L9/s04-weave-ask-for-a-break, L9/s09-reveal-first-ask, L9/s10-insight-what-you-can-ask, L9/s06-sayit-long-afternoon, L10/s01-insight-three-engines, L10/s04-weave-midday-break, L10/s10-reveal-midday-break",,,,,,,,
QA-L09-404,C,L9,s03-fill-faire-blank,fill-with-traps,faire,(no English gloss presented),none,You want to ask for a break. Which word carries the action?,,The option that completes the frame,recognition,choose,chunk-faire-une-pause,,,,,(none on item),unique to this screen,,,,,,,,
QA-L09-405,C,L9,s03-fill-faire-blank,fill-with-traps,Je voudrais ___ une pause.,(no English gloss presented),none,You want to ask for a break. Which word carries the action?,,The French frame the blank sits in,recognition,read,chunk-faire-une-pause,,,,,(none on item),unique to this screen,,,,,,,,
QA-L09-406,C,L9,s03-fill-faire-blank,fill-with-traps,suis,(no English gloss presented),none,You want to ask for a break. Which word carries the action?,,Distractor — shown reason: Suis says what you are. It cannot take a pause for you.,recognition,choose,chunk-faire-une-pause,,,,,(none on item),"also: L1/s03-fill-polite-verb, L2/s03-fill-je-suis-blank, L3/s02-fill-verb-in-sandwich, L7/s03-fill-je-vais-blank, L10/s03-fill-engine-chooser",,,,,,,,
QA-L09-407,C,L9,s03-fill-faire-blank,fill-with-traps,vais,(no English gloss presented),none,You want to ask for a break. Which word carries the action?,,"Distractor — shown reason: Je vais moves you somewhere. After je voudrais, the action keeps its dictionary shape: faire.",recognition,choose,chunk-faire-une-pause,,,,,(none on item),"also: L7/s03-fill-je-vais-blank, L10/s03-fill-engine-chooser",,,,,,,,
QA-L09-408,F,L9,s03-fill-faire-blank,fill-with-traps,faire une pause,to take a break,gloss,You want to ask for a break. Which word carries the action?,"Faire une pause = take a break. One package, carried by je voudrais.",French named inside feedback copy,recognition,read,chunk-faire-une-pause,,,,,(none on item),"also: L9/s00-goal-pause, L9/s01-meet-faire-une-pause, L9/s02-insight-voudrais-carries-actions, L9/s04-weave-ask-for-a-break, L9/s09-reveal-first-ask, L9/s05-weave-break-politely, L9/s06-sayit-long-afternoon, L9/s07-recap-pause, L10/s00-goal-integration, L10/s04-weave-midday-break, L10/s08-recap-full-day",,,,,,,,
QA-L09-409,F,L9,s03-fill-faire-blank,fill-with-traps,je vais,I'm going,gloss,You want to ask for a break. Which word carries the action?,"Je vais moves you somewhere. After je voudrais, the action keeps its dictionary shape: faire.",French named inside feedback copy,recognition,read,chunk-je-vais,,,,,(none on item),"also: L7/s00-goal-je-vais, L7/s01-meet-je-vais-a-la-maison, L7/s02-insight-je-vais-frozen, L7/s02-insight-je-vais-frozen, L7/s03-fill-je-vais-blank, L7/s04-weave-heading-home, L7/s05-weave-close-the-moment, L7/s06-sayit-take-your-leave, L7/s07-recap-heading-home, L10/s00-goal-integration, L10/s03-fill-engine-chooser, L10/s01-insight-three-engines, L10/s05-weave-close-the-day, L10/s07-sayit-take-your-leave, L10/s08-recap-full-day",,,,,,,,
QA-L09-410,F,L9,s03-fill-faire-blank,fill-with-traps,je voudrais,I would like,gloss,You want to ask for a break. Which word carries the action?,"Faire une pause = take a break. One package, carried by je voudrais. ⏐ Je vais moves you somewhere. After je voudrais, the action keeps its dictionary shape: faire.",French named inside feedback copy,recognition,read,chunk-je-voudrais,,,,,(none on item),"fields: payload.reveal.explanation (inline) ; payload.options[opt-vais].trapReason (inline) || also: L1/s03-fill-polite-verb, L1/s04-weave-cafe-order, L1/s06-weave-cafe-order-please, L1/s11-weave-the-order, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L2/s03-fill-je-suis-blank, L3/s02-fill-verb-in-sandwich, L4/s02-fill-have-not-be, L4/s02-fill-have-not-be, L5/s05-weave-je-voudrais-un-cafe, L5/s07-sayit-ask-for-a-coffee, L5/s08-recap-packages, L7/s03-fill-je-vais-blank, L9/s00-goal-pause, L9/s01-meet-faire-une-pause, L9/s02-insight-voudrais-carries-actions, L9/s04-weave-ask-for-a-break, L9/s05-weave-break-politely, L9/s10-insight-what-you-can-ask, L9/s06-sayit-long-afternoon, L9/s07-recap-pause, L10/s03-fill-engine-chooser, L10/s01-insight-three-engines, L10/s04-weave-midday-break, L10/s08-recap-full-day",,,,,,,,
QA-L09-411,F,L9,s02-insight-voudrais-carries-actions,insight-card,faire une pause,to take a break,gloss,"Insight card: Same engine, a new job.","Until now, je voudrais asked for a thing. It can also carry a small action: faire une pause. Take faire une pause as one piece. The wider faire universe waits.",French named inside explanatory copy,recognition,read,chunk-faire-une-pause,,,,,(none on item),"also: L9/s00-goal-pause, L9/s01-meet-faire-une-pause, L9/s03-fill-faire-blank, L9/s04-weave-ask-for-a-break, L9/s09-reveal-first-ask, L9/s05-weave-break-politely, L9/s06-sayit-long-afternoon, L9/s07-recap-pause, L10/s00-goal-integration, L10/s04-weave-midday-break, L10/s08-recap-full-day",,,,,,,,
QA-L09-412,F,L9,s02-insight-voudrais-carries-actions,insight-card,je voudrais,I would like,gloss,"Insight card: Same engine, a new job.","Until now, je voudrais asked for a thing. It can also carry a small action: faire une pause. Take faire une pause as one piece. The wider faire universe waits.",French named inside explanatory copy,recognition,read,chunk-je-voudrais,,,,,(none on item),"also: L1/s03-fill-polite-verb, L1/s04-weave-cafe-order, L1/s06-weave-cafe-order-please, L1/s11-weave-the-order, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L2/s03-fill-je-suis-blank, L3/s02-fill-verb-in-sandwich, L4/s02-fill-have-not-be, L4/s02-fill-have-not-be, L5/s05-weave-je-voudrais-un-cafe, L5/s07-sayit-ask-for-a-coffee, L5/s08-recap-packages, L7/s03-fill-je-vais-blank, L9/s00-goal-pause, L9/s01-meet-faire-une-pause, L9/s03-fill-faire-blank, L9/s04-weave-ask-for-a-break, L9/s05-weave-break-politely, L9/s10-insight-what-you-can-ask, L9/s06-sayit-long-afternoon, L9/s07-recap-pause, L10/s03-fill-engine-chooser, L10/s01-insight-three-engines, L10/s04-weave-midday-break, L10/s08-recap-full-day",,,,,,,,
QA-L09-413,F,L9,s02-insight-voudrais-carries-actions,insight-card,Je voudrais faire une pause.,I'd like to take a break. (an action),gloss,"Insight card: Same engine, a new job.",,"Illustrative example inside ""Same engine, a new job.""",recognition,read,chunk-faire-une-pause chunk-je-voudrais,,,,,(none on item),"also: L9/s01-meet-faire-une-pause, L9/s03-fill-faire-blank, L9/s04-weave-ask-for-a-break, L9/s09-reveal-first-ask, L9/s10-insight-what-you-can-ask, L9/s06-sayit-long-afternoon, L10/s01-insight-three-engines, L10/s04-weave-midday-break, L10/s10-reveal-midday-break",,,,,,,,
QA-L09-414,F,L9,s02-insight-voudrais-carries-actions,insight-card,Je voudrais une pause.,I'd like a break. (a thing),gloss,"Insight card: Same engine, a new job.",,"Illustrative example inside ""Same engine, a new job.""",recognition,read,chunk-je-voudrais noun-pause,,,,,(none on item),also: L9/s09-reveal-first-ask,,,,,,,,
QA-L09-415,A,L9,s04-weave-ask-for-a-break,weave,Je voudrais faire une pause.,Say you'd like to take a break.,instruction,"The afternoon has been long, and your head is getting heavy.",,Typed production — context weave,active-new,type,chunk-faire-une-pause chunk-je-voudrais,,,,,(none on item),"also: L9/s01-meet-faire-une-pause, L9/s03-fill-faire-blank, L9/s02-insight-voudrais-carries-actions, L9/s09-reveal-first-ask, L9/s10-insight-what-you-can-ask, L9/s06-sayit-long-afternoon, L10/s01-insight-three-engines, L10/s04-weave-midday-break, L10/s10-reveal-midday-break",,,,,,,,
QA-L09-416,C,L9,s04-weave-ask-for-a-break,weave,faire une pause,to take a break,gloss,"The afternoon has been long, and your head is getting heavy.",Your meaning lands. The action stays whole: faire une pause. ⏐ Start with je voudrais. Then hand it the action: faire une pause.,"Support piece shown as ""to take a break""",recognition,read,chunk-faire-une-pause,,,"piece boundary ""faire une pause"" ↔ registry ""faire une pause""",,(none on item),"fields: payload.suggestedPieces[].text (hint rung 1) ; payload.reveal.ifUnderstandableButWrong (inline) ; payload.reveal.ifMissingTargetPiece (inline) || also: L9/s00-goal-pause, L9/s01-meet-faire-une-pause, L9/s03-fill-faire-blank, L9/s02-insight-voudrais-carries-actions, L9/s09-reveal-first-ask, L9/s05-weave-break-politely, L9/s06-sayit-long-afternoon, L9/s07-recap-pause, L10/s00-goal-integration, L10/s04-weave-midday-break, L10/s08-recap-full-day",,,,,,,,
QA-L09-417,C,L9,s04-weave-ask-for-a-break,weave,je voudrais,I would like,gloss,"The afternoon has been long, and your head is getting heavy.",Start with je voudrais. Then hand it the action: faire une pause.,"Support piece shown as ""I would like""",recognition,read,chunk-je-voudrais,,,"piece boundary ""je voudrais"" ↔ registry ""je voudrais""",,(none on item),"fields: payload.suggestedPieces[].text (hint rung 1) ; payload.reveal.ifMissingTargetPiece (inline) || also: L1/s03-fill-polite-verb, L1/s04-weave-cafe-order, L1/s06-weave-cafe-order-please, L1/s11-weave-the-order, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L2/s03-fill-je-suis-blank, L3/s02-fill-verb-in-sandwich, L4/s02-fill-have-not-be, L4/s02-fill-have-not-be, L5/s05-weave-je-voudrais-un-cafe, L5/s07-sayit-ask-for-a-coffee, L5/s08-recap-packages, L7/s03-fill-je-vais-blank, L9/s00-goal-pause, L9/s01-meet-faire-une-pause, L9/s03-fill-faire-blank, L9/s02-insight-voudrais-carries-actions, L9/s05-weave-break-politely, L9/s10-insight-what-you-can-ask, L9/s06-sayit-long-afternoon, L9/s07-recap-pause, L10/s03-fill-engine-chooser, L10/s01-insight-three-engines, L10/s04-weave-midday-break, L10/s08-recap-full-day",,,,,,,,
QA-L09-418,C,L9,s04-weave-ask-for-a-break,weave,Je voudrais ___.,Say you'd like to take a break.,instruction,"The afternoon has been long, and your head is getting heavy.",,Second hint rung — a shape to fill in,recognition,read,chunk-faire-une-pause chunk-je-voudrais,,,,,(none on item),also: L10/s04-weave-midday-break,,,,,,,,
QA-L09-419,B,L9,s09-reveal-first-ask,natural-reveal,Je voudrais faire une pause.,(no English gloss presented),none,Standalone natural-reveal screen,,Natural version shown on its own screen,model-only,read,,,,,,(none),"also: L9/s01-meet-faire-une-pause, L9/s03-fill-faire-blank, L9/s02-insight-voudrais-carries-actions, L9/s04-weave-ask-for-a-break, L9/s10-insight-what-you-can-ask, L9/s06-sayit-long-afternoon, L10/s01-insight-three-engines, L10/s04-weave-midday-break, L10/s10-reveal-midday-break",,,,,,,,
QA-L09-420,B,L9,s09-reveal-first-ask,natural-reveal,Je voudrais une pause.,(no English gloss presented),none,Standalone natural-reveal screen,,Alternative natural version,model-only,read,,,,,,(none),also: L9/s02-insight-voudrais-carries-actions,,,,,,,,
QA-L09-421,F,L9,s09-reveal-first-ask,natural-reveal,faire une pause,to take a break,gloss,Standalone natural-reveal screen,Both are natural. Faire une pause names the act of taking a break; une pause names the break itself. The engine in front does not change.,French named inside explanatory copy,recognition,read,chunk-faire-une-pause,,,,,(none on item),"also: L9/s00-goal-pause, L9/s01-meet-faire-une-pause, L9/s03-fill-faire-blank, L9/s02-insight-voudrais-carries-actions, L9/s04-weave-ask-for-a-break, L9/s05-weave-break-politely, L9/s06-sayit-long-afternoon, L9/s07-recap-pause, L10/s00-goal-integration, L10/s04-weave-midday-break, L10/s08-recap-full-day",,,,,,,,
QA-L09-422,B,L9,s08-fill-softener,fill-with-traps,"Je voudrais faire une pause, s'il vous plaît.",(no English gloss presented),none,"You are asking for something, not thanking anyone. Which piece softens the ask?",,Natural full sentence shown after the choice,model-only,read,chunk-sil-vous-plait chunk-faire-une-pause chunk-je-voudrais,,,,,(none on item),"also: L9/s05-weave-break-politely, L9/s05-weave-break-politely, L9/s06-sayit-long-afternoon, L10/s04-weave-midday-break, L10/s10-reveal-midday-break",,,,,,,,
QA-L09-423,C,L9,s08-fill-softener,fill-with-traps,au revoir,goodbye,gloss,"You are asking for something, not thanking anyone. Which piece softens the ask?","Au revoir closes the moment. Here you are still in it, asking.","Distractor — shown reason: Au revoir closes the moment. Here you are still in it, asking.",recognition,choose,chunk-au-revoir,,,,,(none on item),"fields: payload.options[opt-au-revoir-soft].text (trap) ; payload.options[opt-au-revoir-soft].trapReason (inline) || also: L6/s00-goal-petit-moment, L6/s00-insight-bonjour-to-au-revoir, L6/s00-insight-bonjour-to-au-revoir, L6/s06-meet-au-revoir, L6/s06-meet-au-revoir, L6/s08-weave-close-open, L6/s10-recap-a-small-moment, L6/s10-recap-a-small-moment, L7/s05-weave-close-the-moment, L7/s10-insight-leaving-two-moves, L7/s06-sayit-take-your-leave, L7/s07-recap-heading-home, L10/s05-weave-close-the-day, L10/s07-sayit-take-your-leave, L10/s08-recap-full-day",,,,,,,,
QA-L09-424,C,L9,s08-fill-softener,fill-with-traps,"Je voudrais faire une pause, ___ .",(no English gloss presented),none,"You are asking for something, not thanking anyone. Which piece softens the ask?",,The French frame the blank sits in,recognition,read,chunk-sil-vous-plait,,,,,(none on item),unique to this screen,,,,,,,,
QA-L09-425,C,L9,s08-fill-softener,fill-with-traps,merci,thank you,gloss,"You are asking for something, not thanking anyone. Which piece softens the ask?",Merci thanks someone after they help. It cannot soften the asking itself.,Distractor — shown reason: Merci thanks someone after they help. It cannot soften the asking itself.,recognition,choose,chunk-merci,sent:l01-merci,,,,founder_waived_provisional,"fields: payload.options[opt-merci-soft].text (trap) ; payload.options[opt-merci-soft].trapReason (inline) || also: L1/s00-goal-survival-kit, L1/s01-insight-survival-kit, L1/s07-meet-merci, L1/s07-meet-merci, L1/s10-weave-merci-thanks, L1/s10-weave-merci-thanks, L1/s10-weave-merci-thanks, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L3/s05-fill-refuse-politely, L6/s00-goal-petit-moment, L6/s04-fill-decline-offer, L6/s04-fill-decline-offer, L6/s08-weave-close-open, L6/s10-recap-a-small-moment, L7/s06-sayit-take-your-leave, L7/s07-recap-heading-home, L10/s07-sayit-take-your-leave",,,,,,,,
QA-L09-426,C,L9,s08-fill-softener,fill-with-traps,s'il vous plaît,please (formal),gloss,"You are asking for something, not thanking anyone. Which piece softens the ask?",S'il vous plaît softens a request. It costs nothing and changes the tone.,The option that completes the frame,recognition,choose,chunk-sil-vous-plait,,,,,(none on item),"fields: payload.options[opt-svp].text (correct) ; payload.reveal.explanation (inline) || also: L1/s00-goal-survival-kit, L1/s05-meet-sil-vous-plait, L1/s05-meet-sil-vous-plait, L1/s06-weave-cafe-order-please, L1/s11-weave-the-order, L1/s08-sayit-cafe-order, L1/s09-recap-survival-kit, L9/s05-weave-break-politely, L9/s10-insight-what-you-can-ask, L9/s06-sayit-long-afternoon, L9/s07-recap-pause, L10/s10-reveal-midday-break",,,,,,,,
QA-L09-427,A,L9,s05-weave-break-politely,weave,"Je voudrais faire une pause, s'il vous plaît.","Ask for a break politely: say you'd like to take a pause, please.",instruction,You're working through something together. It's a good moment to ask.,,Typed production — open weave,active-new,type,chunk-faire-une-pause,,,,Je voudrais faire une pause s'il vous plaît.,(none on item),"also: L9/s08-fill-softener, L9/s06-sayit-long-afternoon, L10/s04-weave-midday-break, L10/s10-reveal-midday-break",,,,,,,,
